1;0;1
2;0.02;1
3;0.04;1
4;0.06;1
5;0.08;1
6;0.16;1
7;0.20;1
8;0.24;1
9;0.28;1
10;0.32;1
11;0.36;1
12;0.44;1
13;0.60;1
14;0.76;1
15;0.92;1
16;0.02;2
17;0.04;2
18;0.06;2
19;0.08;2
20;0.12;2
21;0.16;2
22;0.20;2
23;0.24;2
24;0.28;2
25;0.32;2
26;0.36;2
27;0.52;2
28;0.68;2
29;0.84;2
30;0.92;2
