03-13-2020 ,12:21:56 ,       9677.857, 250  ,            10  , 32  , 111  , 20.6630 ,- 42.5491 ,- 76.8757 ,- 59.2899 ,- 47.5529 ,- 72.8877 ,- 74.5874 ,- 75.2548 ,- 74.9195 ,- 73.6603 ,- 71.6910 ,- 66.3255 ,- 62.5546 ,- 50.6663 ,- 44.0450 ,- 30.0526 ,- 66.9239 ,- 68.9261 ,- 67.4729 ,- 67.3381 ,- 68.6663 ,- 64.8066 ,- 72.9140 ,- 71.8422 ,- 70.2083 ,- 63.7874 ,- 64.8625 ,- 56.4658 ,- 47.2340 ,- 40.8658 ,- 37.2954 , 20.9096 ,
03-13-2020 ,12:21:56 ,       9678.307, 250  ,            10  , 32  , 111  , 18.3880 ,- 43.6899 ,- 75.8335 ,- 58.4219 ,- 46.6619 ,- 70.6225 ,- 72.7102 ,- 73.5617 ,- 72.8877 ,- 71.8652 ,- 69.5836 ,- 64.3496 ,- 60.1677 ,- 49.9726 ,- 43.1902 ,- 27.4159 ,- 62.8998 ,- 66.3617 ,- 65.3294 ,- 65.9376 ,- 67.8148 ,- 63.6296 ,- 71.8192 ,- 71.4576 ,- 69.6296 ,- 64.3562 ,- 64.2050 ,- 56.5644 ,- 48.2367 ,- 40.7639 ,- 36.7989 , 21.1036 ,
03-13-2020 ,12:21:57 ,       9678.82, 250  ,             10  , 32  , 111  , 16.9052 ,- 40.5534 ,- 72.8055 ,- 56.4987 ,- 45.7710 ,- 70.6225 ,- 72.1184 ,- 72.8680 ,- 72.8877 ,- 71.5628 ,- 69.7874 ,- 64.3496 ,- 59.8718 ,- 50.9622 ,- 44.2356 ,- 34.3529 ,- 68.7880 ,- 70.0669 ,- 67.6669 ,- 67.3381 ,- 68.1962 ,- 64.0209 ,- 71.6220 ,- 70.7803 ,- 69.0477 ,- 62.1732 ,- 63.0773 ,- 54.8022 ,- 46.2345 ,- 39.8729 ,- 36.7989 , 20.8143 ,
03-13-2020 ,12:21:57 ,       9679.361, 250  ,            10  , 32  , 111  , 19.3775 ,- 40.4614 ,- 73.6406 ,- 57.7513 ,- 46.9611 ,- 72.2959 ,- 73.9957 ,- 75.0543 ,- 74.0483 ,- 73.0620 ,- 70.7869 ,- 65.6318 ,- 61.6603 ,- 51.6559 ,- 44.7091 ,- 33.3765 ,- 68.4921 ,- 69.8762 ,- 67.6669 ,- 67.4269 ,- 68.5710 ,- 64.0209 ,- 72.2170 ,- 72.0362 ,- 70.0176 ,- 64.2641 ,- 64.3003 ,- 56.9524 ,- 47.6910 ,- 40.6652 ,- 37.6932 , 20.9096 ,
03-13-2020 ,12:21:58 ,       9680.157, 250  ,            10  , 32  , 111  , 18.0921 ,- 44.5447 ,- 76.8757 ,- 58.8066 ,- 46.6619 ,- 71.8061 ,- 73.3052 ,- 74.2587 ,- 73.6603 ,- 72.3617 ,- 70.4877 ,- 65.5332 ,- 61.3611 ,- 50.5677 ,- 43.2855 ,- 26.0482 ,- 61.8214 ,- 65.2176 ,- 64.6455 ,- 65.5858 ,- 67.2494 ,- 63.9222 ,- 72.0165 ,- 71.1650 ,- 69.8203 ,- 63.3140 ,- 64.1129 ,- 56.3672 ,- 47.5102 ,- 40.4680 ,- 36.8976 , 21.0049 ,
03-13-2020 ,12:21:58 ,       9680.338, 250  ,            10  , 32  , 111  , 19.4762 ,- 43.3085 ,- 76.5633 ,- 59.0006 ,- 47.2570 ,- 71.8061 ,- 73.6011 ,- 74.1600 ,- 73.8543 ,- 72.6609 ,- 70.1852 ,- 65.5332 ,- 61.4598 ,- 50.3671 ,- 44.0450 ,- 29.0762 ,- 65.3524 ,- 68.1666 ,- 66.3025 ,- 66.6378 ,- 67.9102 ,- 63.8269 ,- 71.8192 ,- 71.6515 ,- 69.0477 ,- 63.6921 ,- 63.8302 ,- 57.1496 ,- 47.3261 ,- 39.9715 ,- 36.9995 , 20.9096 ,
03-13-2020 ,12:21:59 ,       9680.841, 250  ,            10  , 32  , 111  , 18.7825 ,- 45.3995 ,- 78.6510 ,- 60.2532 ,- 47.7534 ,- 72.4965 ,- 73.9957 ,- 74.8570 ,- 73.9496 ,- 72.9600 ,- 70.9874 ,- 65.6318 ,- 61.7589 ,- 50.3671 ,- 43.4762 ,- 27.1233 ,- 62.9984 ,- 66.1710 ,- 65.2307 ,- 66.1118 ,- 67.9102 ,- 64.4154 ,- 72.2170 ,- 71.7469 ,- 70.3069 ,- 63.7874 ,- 64.3003 ,- 56.7584 ,- 47.7830 ,- 40.3693 ,- 37.2954 , 21.2943 ,
03-13-2020 ,12:21:59 ,       9681.356, 250  ,            10  , 32  , 111  , 18.7825 ,- 46.3496 ,- 79.6965 ,- 60.5392 ,- 48.0493 ,- 72.6937 ,- 74.5874 ,- 75.0543 ,- 74.5315 ,- 73.1606 ,- 70.8888 ,- 65.3359 ,- 61.4598 ,- 50.6663 ,- 43.3808 ,- 25.6570 ,- 62.3113 ,- 66.5491 ,- 65.1354 ,- 66.1118 ,- 67.7228 ,- 63.7283 ,- 72.0165 ,- 71.8422 ,- 69.4357 ,- 64.0735 ,- 64.6751 ,- 57.0510 ,- 48.4176 ,- 41.2603 ,- 37.3940 , 22.1556 ,
03-13-2020 ,12:22:00 ,       9681.871, 250  ,            10  , 32  , 111  , 18.1907 ,- 45.2088 ,- 77.6088 ,- 59.3852 ,- 47.2570 ,- 72.2959 ,- 73.6011 ,- 74.3573 ,- 73.6603 ,- 72.4636 ,- 69.8861 ,- 65.5332 ,- 60.9633 ,- 50.6663 ,- 43.1902 ,- 26.5381 ,- 62.5085 ,- 65.6943 ,- 64.8428 ,- 65.5858 ,- 67.0620 ,- 63.3337 ,- 71.4214 ,- 70.6817 ,- 69.3370 ,- 62.8373 ,- 63.0773 ,- 55.2921 ,- 46.2345 ,- 39.8729 ,- 36.7989 , 22.2510 ,
03-13-2020 ,12:22:01 ,       9682.928, 250  ,            10  , 32  , 111  , 19.0784 ,- 44.2587 ,- 76.7737 ,- 59.0006 ,- 46.8625 ,- 71.6088 ,- 73.4039 ,- 74.2587 ,- 73.3710 ,- 72.8614 ,- 70.5896 ,- 65.0400 ,- 60.7628 ,- 50.5677 ,- 43.3808 ,- 28.6849 ,- 64.7672 ,- 67.4072 ,- 65.8159 ,- 66.6378 ,- 68.1009 ,- 64.0209 ,- 71.7206 ,- 71.5529 ,- 69.2417 ,- 63.5967 ,- 64.0176 ,- 56.3672 ,- 47.1452 ,- 40.2707 ,- 36.9995 , 20.9096 ,
03-13-2020 ,12:22:01 ,       9683.196, 250  ,            10  , 32  , 111  , 19.7721 ,- 44.7321 ,- 78.1283 ,- 60.0592 ,- 48.0493 ,- 72.9863 ,- 74.5874 ,- 75.2548 ,- 74.5315 ,- 73.5584 ,- 71.2899 ,- 66.0263 ,- 61.8576 ,- 51.1628 ,- 43.8543 ,- 26.6334 ,- 62.7025 ,- 65.9803 ,- 64.9414 ,- 65.7633 ,- 67.0620 ,- 63.4324 ,- 71.8192 ,- 70.7803 ,- 69.2417 ,- 63.5047 ,- 63.5474 ,- 56.0746 ,- 47.2340 ,- 39.8729 ,- 37.0981 , 21.0049 ,
